azp1552_ch17_0,"<root><div type=""chapter""><p>"
azp1552_ch17_145,"¶ O. v. que aquelle q̃ que procura q̃ que ho rey, ſenhor, ou juy ʒ fa uore ça a algũ algum, pera q̃ que n ão re ſtituya ho alheo, ou o q̃ que deue: ou pera q̃ que n ão ho c õ ſtr ãja a i ſ ſo, como muytos ſenhores ⁊ priuados dos reys, ⁊ auoga dos, ⁊ procuradores faʒ ẽ fazem, pecc ã. M."
azp1552_ch17_146,"† O. vj. q̃ que o q̃ que ac õ ſelha mal, n ão ſomente pecca, ⁊ he obrigado a re ſtituyr, qñ quando acinte, ⁊ por engano de ſta maneira ac õ ſelha, mas tãb ẽ tambem qñ quando o fa ʒ cõ com boa fe, ⁊ erra por n ão ſaber, o q̃ que era re ʒ ão ꝑa para i ſ ſo, ou por nã não poer o e ſtudo, diligẽcia diligencia ⁊ cuydado q̃ que deuia pera ſaber a verdade. Por tanto o q̃ que ha de ac õ ſelhar n ão c õ fie muyto em ſua prud ẽcia ⁊ juy ʒo, ⁊ olhe primei ro o que no tal ca ſo deue, pera n ão errar, nẽ nem ſer cau ſa di ſ ſo, nẽ nem ficar obrigado are ſtituyr os d ãnos q̃ dahi ſe ſeguir ẽ, ſeg ũdo segundo todos, aos q̃es quaes ſegue Gabr. in. 4. d. 15. q. 17. art. 3. dub. 2. O. vij. q̃ que quẽ quem louua a outro de ſotil ou e ſ for çado: ou o vitupa  de couardo, ⁊ ꝑa para pouco, tãto tanto q̃ olhd ão as circũ ſt ãcias circunstancias das pe ſ ſoas, lugar ⁊t p̃o deuia cuydar q̃ que ho tal ſeria cau ſa, q̃ que o outro fi ʒe ſ ſe notauel d ãno ao ꝓximo pecca. M. ⁊ he obriga do a re ſtituyr ho d ãno, ſe ſe ſeguio."
azp1552_ch17_147,"¶ O. viij. q̃ que ho me ſmo ſe ha de di ʒer da q̃lle q̃ que ouuindo, q̃ que algũ algum a uia d ãnificado a outro ẽ em ſeu nome, ho approuou ⁊ ouue por bẽ bem. Mas ſe n ão ſe fe ʒ em ſeu nome, ou ho n ão ouue por bẽ bem em quanto nelle ſe fe ʒ. ainda que a obra em ſi ouue ſ ſe por bẽ bem, n ão he o brigado a re ſtituyr, po ſto q̃ que peccaria Pernotata in. c. Ex eo de ſent. ex c õi. lib. 6. &amp; c. Rati habition ẽ c. Rat ũ. de regul. iur. lib. 6. . O. ix que a te ſtemunha, que preguntada legitimamente pe lo juy ʒ, ſe ſabe de tal furto, ⁊ ſabendoo ſe cala, ⁊ por i ſ ſo aquele que recebeo ho d ãno, deyxou de auer ho ſeu pecca. M. ⁊ he obrigado a re ſtuyr c. 1. de cri min. fal ſ. , ſaluo ſe ho deixou de di ʒer por temor de algũ algum pe rigo de ſeu e ſtado, pe ſ ſoa, ou  de ſeus b ẽs, ſeg ũdo segundo S. Anto. 2. ꝑ. tit. 1. c. 19. §. 7. &amp; arg. c. Qui ſquis. 11. q. 3 &amp; Scot. in 4. d. 15. q. 2. &amp; Syl. Re ſtitutio. 3. q. 6. Por ẽ he de notar que ſe ho bi ſpo ex comungou a aq̃lles aquelles, que n ão lhe de ſcobrir ẽ o q̃ que fe ʒ ho tal furto, o que ho ſabe n ão ho ha os de ſ cobrir ſem que primeyro ho amoe ſte ( ſegundo a ordem da correi ç ão euangelica) que ſati ſfa ça ao q̃ mandou ho bi ſpo: ⁊ ſe ho ladr ão ſati ſfi ʒer, n ão ho ha de de ſcobrir, nem ainda ( ſe n ão ſati ſfi ʒer) ſe ho n ão pode prouar. Porque quando ſe man da que quem ſabe tal cou ſa, ho diga por via de denuncia ç ão, ſe entende do que ho ſabe, ⁊ pode prouar, In repet. c. Inter ver ba 11. q. 13. pag. 225. et 226. n. 778 &amp;c. como di ſ ſemos mais largamente que ou tros em outra parte, ſaluo quãdo quando ho prelado he tal, que n ão ha de dannar em nada, ⁊ ſi, aprouey tar como pay c. Hocvide tur. 22. q. 5. ."
azp1552_ch17_148,"Mas † ſe ho amoe ſtado n ão qui ſer ſati ſfa ʒer, ⁊ ho amoe ſtador ho pode ꝓuar, ha ho de de ſcobrir: doutra maneira incorreria em e ſcomunh ão, ⁊ ſeria obrigado a re ſtituyr ao d ãni ficado, aquillo que por ſe calar deyxou dauer do ſeu Ioh. de an nan. in. c. Qui c ũ fu re. de furt. , ſaluo ſe ho cala ſ ſe por ju ſto temor, como di ſ ſemos no. §. precedente. N ão di ſ ſemos ſem cau ſa (por via de denuncia ç ão) porque ſe diante do juy ʒ e ſtaa ja meo prouado por hũa huma te ſtemunha inteira, ou e ſtaa inteiramente prouada a fama, q̃ que alg ũa ha feyto, ⁊ pera c õprimento da proua, m ã da que quẽ quem ho ſabe venha te ſtemunhar, Iuxta. c. fi na. de iure iu. &amp;. c. Ad no ſtr ã. eo. tit. aquel le que ho ſabe, deueo di ʒer, po ſto que n ão aja p̃ cedido amoe ſta ç ão euangelica, nem lho po ſ ſa ꝓ uar. Porque n ão ſe lhe manda que den ũcie, mas que te ſtemunhe Ange. ver bo. Denun ciatio. §. 3. , ſaluo ſe ſam pe ſ ſoas, cujo te ſte munho entre elles (por parẽte ſco parentesco, ou por outra re ʒ ão) n ão ſe recebe: como a diãte diante ſe diraa no. c. xxv. na pregunta das te ſtemunhas. O. x."
azp1552_ch17_149,"† q̃ que o q̃ que ſendo po ſto por guarda da cidade, ou c ãpo n ão re ſi ſte ao d ãno notauel que vee fa ʒer, ao menos, bradando, pecca. M. ⁊ he obrigado ao re ſtituyr. O. xj. que aquelle que ſabe, que algũ algum quer furtar cou ſa notauel, ⁊ n ão he obrigado por ſeu officio ao impedir, pecca. M. ſe malicio ſamente ſe cala: mas n ão de obrigado a re ſtituyr. E ſe ho deixa  de fa ʒer ſem malicia por negligencia, ou por ſe n ão entremeter em negocios alheos, n ão pecca ao menos. M. Mas ſe por re ʒ ão  de ſeu officio, ou di gnidade de obrigado a ter ju ſti ça, por ſer pr ĩcipe ou juy ʒ, pecca ⁊ he obrigado a re ſtituyr, ſegundo a mente de S. Thomas 2. S æ. q. 62 art. 7. , ajuntandolhe o q̃ que. S. Antoni. ⁊ Ango. di ʒ ẽ, ⁊ oque os no ſ ſos e ſcreu ẽ in. c. Qu ã te. de ſent. exc õ. : ⁊ o que nos em outra parte di ſ ſemos In repet. c. Inter ver ba. 11. q. 3. pag. 203. n. 714. . O. xij. q̃ que ho juy ʒ, que n ão fe ʒ re ſtituyr ho d ãno aa parte (podendoo) quer ſeja da repubrica, quer da pe ſ ſo a priuada, pecca. M. ⁊ he obrigado ao re ſtituyr ſegundo Scoto c õm ũmente recebido In. 4. d. 15. q. 2. . O. xiij. que ho tutor, curador, procurador, ⁊feytor dos ne gocios alheos, ou da fa ʒenda alhea, ⁊ ho filho q̃ que trata as cou ſas de ſeu pay, que em nome de ſeus principaes, ⁊ pera ſeu proueito fa ʒem d ãno nota uel a algũ algum, pecc ão. M. ⁊ ſam obrigados ao re ſti tuyr, ſe os principaes ho n ão re ſtitu ẽ. Mas po de re ſtituyr da fa ʒenda delles, ſe ainda tem car go della, ⁊ ſer ão aui ſados que re ſtituy ã, de ma neyra que n ão ſe lhes po ſ ſa ſer demandado de ſ poys polos proprios ſenhores."
azp1552_ch17_150,"† E ſ ſe ja n ão tem ho tal cargo nem admini ſtra ç ão, ⁊ ſam t ã pobres que n ão podem ſati ſfa ʒer, deu ẽho di ʒer aos prin cipaes, ſe ho n ão ſab ẽ, pera q̃ que ſati ſfa ç ão: ⁊ ſe n ão quer ẽ ſati ſfa ʒer, cumpr ẽ cõ com ter propo ſito de ho fa ʒer, q̃ndo poder ẽ: ⁊ n ão ſam obrigados a lhes to mar occultamente, pera ſati ſfa ʒer. Mas ſe pod ẽ, obrigados ſan a re ſtituyr, ate ho derradeiro cei til: ⁊ de ſpois podem ſecretamente tomar  de ſeus b ẽs outro tanto, quanto por elles pagar ão, guar dando as cõdi ç ões nece ſ ſarias, po ſtas a tras, Supra eo. d ẽ cap. n. 123. dos q̃ que ſecretamente ſe entreg ão, do q̃ que lhes he de uido. E ainda primeiro q̃ que pagu ẽ do ſeu, pod ẽ to mar de ſua fa ʒenda (po ſto q̃ que n ão ſam a i ſ ſo obri gados) o q̃ que cumpre pera ſeu de ſcarrego."
azp1552_ch17_151,"¶ Se tomou algũ algum a cou ſa daquelle, q̃ que lhe n ão pe ſara, q̃ que elle a tiue ſ ſe, ga ſta ſ ſe ou de ſ ſe, porẽ porem pe ſou lhe polla tomar e ſc õdidam ẽte, peccou, mas n ão mortalm ẽte: Por q̃ ho tal tomar ou ter, n ão he c õ tra võtade vontade de ſeu dono: ſe n ão ſomente ho modo de ho tomar, que n ão aba ſta pera peccar mortal mente, como ho bẽ bem determinar ã Adriano In. 4. de re ſtit., 7 Ca ietano In ſ ũa ver bo. Furt ũ. pag. 2.. O qual muytas ve ʒes os filhos fa ʒem por vergonha de ſeus pays, ou por outros re ſpe ctos: ⁊ os e ſcrauos ⁊ criados, em tomar a ſeus ſe nhores p ão ⁊ fruta pera comer: ⁊ parecẽdolhe parecendolhe q̃ que ſeu ſe ñor ou amo lho daria ſe lho pedi ſ ſem, ou ſe ali ſe acha ſ ſe, ainda q̃ que n ão q̃reria q̃ que lho toma ſ ſem ſem ho elle ſaber. Mas qñ quando ho tom ão ꝑa para dar a ou tr ẽ, ou fora de ca ſa, ou ꝑa para v ẽder, como p ão co ʒi do, trigo, ou outras cou ſas ſemelh ãtes semelhantes, pecc ã. M. Por q̃ n ão ſomente ho modo, mas aĩda ainda a obra he c õtra võtade vontade do ſenhor, po ſto q̃ que tome o j̈e hũ hum pou co, como hũ hum real, ⁊ outro dia outro, cõ com tãto tanto q̃ que ho furto cre ça ate notauel quantidade, ⁊ do come ço tenh ão inten ç ão de furtar notauel quantidade, ainda q̃ que ſeja pouco a pouco. Por ẽ n ão peccari ã mais de venialmente, ſe ſempre tiue ſ ſem võtade vontade de tomar pouco ⁊ nũca nunca muyto: mas em hũ hum ca ſo ⁊ no outro ſam obrigados a re ſtituyr ho d ãno ſe foy notauel. Donde parece q̃ que pode auer furto, q̃ que n ão ſe j̈a mais de peccado venial, ⁊ obrigue a re ſtituyr ſobpena de mortal."
azp1552_ch17_152,¶ Dos pays que tom ão dos b ẽs de ſeus filhos.
azp1552_ch17_153,PRe ſoppoemos.
azp1552_ch17_154,"Ho primeiro † q̃ que quatro manei ras de b ẽs, ou peculios pod ẽ ter os filhos ẽ em vida de ſeus pays . ſ. Ca ſtr ẽ ſes, q̃ ſi quasi Ca ſtr ẽ ſes, Ad u ẽticios ⁊ Profecticios. O. ij. q̃ que os Ca ſtr ẽ ſes ſ ão os b ẽs que ganha ho filho em guerra, ſendo ca pit ão, alfere ʒ, caualeiro, ſoldado, marinheyro, re mador, patr ão, piloto, ou de outro officio nece ſ ſa rio pera a guerra, q̃ que por terra, ou por mar ſe fa ʒ. E os q̃ que lhe d ão por re ʒ ão da me ſma guerra l. Ca ſtr ẽ ſe. ff. de ca ſit. pecul. cum ei ãnot. &amp; in rubr. C. eod.. E e ſtes b ẽs ſam ſom ẽte somente do filho, a ſ ſi quanto ao v ſo fructo, como quanto ao ſenhorio, ⁊ n ão tẽ tem nada ho pay nelles, ſeg ũdo segundo todos l. fin. C. de inof. te ſta. l. 1. §. fi. ad macedon. Bart. in. l. forte. ff. de Ca ſtr. &amp; in tract. đ du ob. fratrib.."
azp1552_ch17_155,"† O. iij. q̃ que os b ẽs qua ſi Ca ſtren ſes, ſam os q̃ que ganhou ho filho por alg ũ officio pubrico, como de medico, aduogado e ſcriu ão, ou me ſtre de alg ũa arte das ſete libera es, ou doutro q̃l q̃r qualquer officio pubrico, poloqual leua ſalairo pubrico, ou por merce del rey ou raynha, l. C ũ multa C. de bon. q̃ liber.E o q̃ ho clerigo alc ã ça por ſeu officio clerical, ou por ſeus beneficios curados, ou n ão curados c õ admini ſtra ç ão, ou ſem ella. Porque ainda que alg ũs ponh ão deferen ça entre e ſtes, pera effe cto de poder, ou n ão poder te ſtar delles por ſe rem eccle ſia ſticos, conforme a hũa huma gl. ſingular In. c. Pr æ ſ ẽ ti. de offic. ordin. li. 6. (de que abaixo diremos in. c. 25. na p̃g ũta dos beneficia dos.) porẽ porem n ão pera effecto de ſerem, ou n ão ſerem Ca ſtren ſes ⁊ i ſentos do dereito paternal: porque ainda quae ſquer outros, be ẽs de clerigos, ao menos os q̃ que ganhar ão de ſ pois de ho ſer ẽ, ſam q̃ ſi quasi Ca ſtren ſes Auth. pre ſ byteros. C. de epi ſco. &amp; cleric., ſegundo Ho ſtien ſ. Panor. ⁊ a com ũ In. c. Quia nos. de te ſta. &amp; c. C õ ſtitut ꝰ. de re ſti. in in tegr.: po ſto q̃ que ſe i ſto ha lu gar de co ſtume ou ley do reyno, ou n ão, abaixo ho diremos. E ne ſtes b ẽs qua ſi Ca ſtr ẽ ſes, tam pouco tem ho pay, como nos Ca ſtr ẽ ſes. l. N õ ſol ũ. C. de bonis q̃ liber.. O. iiij"
azp1552_ch17_156,"† q̃ que os b ẽs, ou peculios q̃ que cham ão Adu ẽticios, ſam os que n ão ſam Ca ſtren ſes, nẽ nem qua ſi Ca ſtr ẽ ſes: nem os ouue de ſeu pay, nem de ſeus be ẽs, nem por ſeu re ſpeito principalmente, quaes ſam os que herdou de ſua m ãy, de ſeus parentes, ou amigos: ⁊ os que ganhou por ſeu trabalho, indu ſtria, ou b õa fortuna Per notata vbi ſupra.. Ne ſtes b ẽs ou peculio Ad uenticio, a propriedade he do filho, ⁊ ho v ſo fru cto do pay, em quanto viue c õm ũmente l. Non ſol ũ &amp;. l. Cum o portet. C. đ bonis qu æ liber.: ainda que n ão, em algũs alguns ca ſos, como quando o q̃ que dey xou ou doou ao filho, defendeo que ho pay n ão tiue ſ ſe ho v ſofructo, ou ſoccedeo j ũtamente com ſeu pay nos b ẽs dos hirm ãos Auth. ſtem C. de bon. qu æ liber., ⁊ n ão he obriga do a repartilos com os outros hirm ãos, ſeg ũdo segundo todos. l. fin. C. de collati. &amp; l. C ũ anti ꝗs de inoffic. te ſtam."
azp1552_ch17_157,"Os b ẽs † ou peculios Profecticios, ſam os que ho filho ouue de ſeu pay, ou por ſeu re ſpe cio principalmente, ou de ſeus b ẽs, pera cou ſas que n ão ſam  de guerra, ou officios publicos, ⁊ ne ſtes ho ſenhorio ⁊ v ſofructo, todo he do pay. Pa recenos porẽ porem, que ha hi algũs alguns b ẽs q̃ que ſam mixtos parte Profecticios, parte adu ẽticios. ſ. os q̃ que ga nha ho filho por ſua indu ſtria ⁊ trabalho, com os b ẽs  de ſeu pay, po ſto q̃ que Sylue ſtre diga outra cou ſa. Por q̃ ainda q̃ que (como elle bẽ bem di ʒ) o que ſe ga nha com aquelles b ẽs, ou ſe ganha pera ho pay ou he furto, porẽ porem o que ho filho merece por ſeu trabalho ⁊ indu ſtria, he ſeu, ⁊ ha de leuar ao me nos tanto mais, do que leu ão ſeus hirm ãos, que n ão trabalhar ão, quãto quanto hũ hum homẽ homem e ſtranho liure ganhara por i ſ ſo de ſoldada. O. 5. q̃ que n ão"
azp1552_ch17_158,"† val na da a doa ça, que ho puy fa ʒ ao filho que e ſtaa ſob ſeu poder, nem a que ho filho fa ʒ ao pay ( porq̃ porque quanto a i ſ ſo ſe reput ão por hũa huma me ſma pe ſ ſoa l. fi. C. đ. im pub.) ſaluo em algũs alguns ca ſos. ſ. quando ho pay doa pera dote ou ca ſamento l. P õponi ꝰ Philadel phus. ff. fa mil. hercit. &amp;. ff. de col lat. bon. &amp; de collat. dot ũ. ꝑ to t ũ.. E quando doa cou ſa nota uel ao filho que vay aa guerra. C. Famili. herci ſc. l. 4 E q̃ndo ho pay ſolta ho v ſo fructo que tem nos b ẽs Adu ẽticios dos filhos Vt in. l. C ũ oportet. &amp; l. Cum non ſol ũ. §. Sin aut ẽ. C. de bon. qu æ li ber.. E quando ho pay lhe doa polos ſer ui ços que lhe ha feyto, tanto quanto ſeria obri gado dar a hũ hum e ſtranho, que outros taes lhe ou ue ſ ſe feyto, ſeg ũdo segundo Bart. c õm ũm ẽte recebido l. 1. §. ca ſtr ẽ ſe. ff. de ca ſtr. pecul. &amp; .l. Si do natione. C. de collat. &amp;. l. Frater a fratre. ff. de condit. in debit.: ⁊ pera ho foro da con ſciencia, aba ſta q̃ que ſej ão ver dadeiros Arg. not. ĩ c. Tua. &amp; c. Isqui. de ſp õl.: mas pera ho foro exterior hã hão ſe de ꝓ uar, nẽ nem aba ſta que ho pay diga q̃ que ſam verdadey ros ( ſeg ũdo segundo elle me ſmo in. l. Si for te. ff. de ca ſtr. pecul.) porque n ão ſe cree ao que diz que ha recebido ſerui ços, quando ho di ʒ pera fundar nelles, o que ſem elles n ão pode fa ʒer, como he e ſta doa ç ão, ſegundo elle me ſmo, ⁊ a comũ comum, E ſe ho pay doa ao filho ⁊ ſe duuida, ſe ho fa ʒ por galard ão de ſeus ſerui ços, ou mereci mentos, ou por liberalidade ſimple, ha ſe de ꝑre ſumir que ho fa ʒ por galard ão, ſe preceder ão ſer ui ços: ⁊ doutra maneira, ha ſe de p̃ ſumir q̃ que ho fa ʒ por ſimpre liberalidade, ſegundo a glo ſa c õm ũ mente recebida ĩ. d. l. Si de natioue. C de collati.."
azp1552_ch17_159,"† Ual tambẽ tambem ha doa ç ão feyta polo pay ao filho em todolos ca ſos, em que val a que he feita, a do marido a ſua molher, ⁊ a da molher ao marido. Por q̃ ſegundo ho docti ſ ſimo A ʒo c. in ſ ũma. de donati., a doa ç ão ẽtre entre marido ⁊ molher, ⁊ a d ãtre o pay, ⁊ o filho igual ã ſe com ũmente. E por con ſeguinte valera, qñ quando ho rey doa a ſeu filho, Arg. l. P œ nuir. C. de donati. in ter vir &amp; vx. E qñ quando ho pay n ão ſe fa ʒ por i ſ ſo mais pobre. c. Donatio de donat. inter vir/ &amp; vxor. &amp; l. Si ſp õ ſus .§. penult. &amp;. §. 1. ff. eod. E qñ quando a doa çam he pera de ſpois da morte do pay. Arg. l. Sed interim. ff. eod. Eq ñ ſe fa ʒ, ꝑa para q̃ que o filho aja alg ũa dignida , ou hõrra honrra. Arg. l. Q đ adipi ſc ẽde .ff. eod.Ual tambẽ tambem qñ quando ho filho he mancipado ⁊liure da ſogeycam do pay. c. G õ ſtitu tus. de re ſt. in integr. E por i ſto as doa ç ões que a m ãy fa ʒ ao filho, valem, porque n ão e ſtaa em ſeu poder ⁊ ſogey ç ão. .§. f œmine Iu ſti. đado pti."
azp1552_ch17_160,"† Ual tambem quando o pay nem expre ſ ſa nem tacitamente reuocou adoa ç ão em vida, porque cõ com ſua morte ſe confirma, ⁊ val como legado a manda. He porẽ porem de notar, q̃ que a do a ç ão do pay ⁊ da m ãy feyta ao filho, n ão por ſe us merecimentos, por mais que valha, ou por ma is que ſe confirme por ſua morte, por n ão a reuo carem em ſuas vidas, ſe excede ametade, ou ho ter ço, ⁊ quinto de ſeus be ẽs (de que os pays po d ẽ liurem ẽte de ſpoer, ſeg ũdo segundo diuer ſas leys de di uer ſos reynos, q̃ que logo alegaremos) ⁊ prejudica a legitima dos outros filhos, ha ſe de reuocar del la tanto, q ñto for nece ſ ſario pera e ſcu ſar o tal per juy ʒo. l. 1. C. de in offic. do nat. &amp;. l. 1. C. de inoff. doti. O. vi."
azp1552_ch17_161,"† q̃ que pre ſuppoemos he q̃ que ſe hũ hum filho ſerue a ſeu pay, ⁊ os outros n ão: ainda q̃ que ho pay por via de remunera ç ão de ſeus ſerui ços, lhe po ſ ſa dar tanto, quanto elles vali ão, ⁊ quanto ouue ra de dar a hũ hum e ſtranho, ſe lho n ão daa, nem ho filho em vida do pay a ſ ſentou com elle, q̃ que ſeus ſer ui ços ſe lhe paga ſ ſem, ao menos como ſe pagar ã a hũ hum e ſtranho, nem prote ſtou de os pedir a elle, ou a ſeus herdeyros (morto elle) nam podera pe dir a ſeus hirm ãos herdeyros, que lhe d ẽ, o que polos taes ſerui ços merecia. Porque ſe pre ſume fa ʒelo por amor filial. Arg. l. Ne ſennius. ff. de negoti. ge ſt. l. 1. &amp; l. Alim ẽta. C. eod. O. vij."
azp1552_ch17_162,"† pre ſuppoemos, q̃ que a doa çam feyta polo marido aa molher, ou polla molher ao marido, de ſpoys de ca ſados por pa lauras de pre ſente, ou antes pera ho tempo em que forem ca ſados, nam val nada, ⁊ podea reuo car o que ha doou, primeyro que moura, qñ quando qui ſer, l. 1. ff. de do nati. inter vir. &amp; vx. ainda que ſe fa ça por terceyra pe ſ ſoa, ⁊ por via de remi ſ ſ ão de diuida l. Si ſp õ ſus. ff. eod. ſaluo qñ quando ho Empera dor ou Rey doa aa Emperatri ʒ, ou Rainha, ou polo contrayro. C. eod. l. pe nult. E q̃ndo o que doa dinheyro ꝑa para renouar as ca ſas que ſe queymar ão. ff. cõ com. l. Q đ ſi vir. E quando o que doa, n ão ſe faz mais pobre pola doa ç ão, po ſto q̃ que o que recebe, ſe fa ça mais rico. E quãdo quando o que recebe, n ão ſe fa ʒ mais rico, ainda q̃ que o que doa ſe fa ça mais pobre. E qñ quando ſe doa, pera o tẽpo tempo que ho matrimonio ſe acabar. ſ. que ent ão ſera a cou ſa: ou do marido, ou da molher, qñ quando hũ hum delles morrer. l. Sed inte rim. ff. eo."
azp1552_ch17_163,"† E quando a doa ç ão ſe fa ʒ por cau ſa da morte, pera que aquelle, a quem ſe faz a doa ç ã a aja de ſpoys da morte, do que lhe doou vt in. d. l. Sed interi.: com tanto que nam ſe priue de a poder reuocar em vi da Secundum glo. in. d. l. Sed intert.. E quando a molher doa ao marido pera al can çar alg ũa honrra, ou dignidade. d. l. Quod adipi ſc õde E quando ho marido ( durãdo durando ho matrimonio) quita a mo lher todo ho dote, q̃ que lhe foy prometido, ou parte delle. gl. ſing. &amp; ibi C. 11. &amp; Bald. i. l. Si c õ ſt ãti. C. de donati. ante nupt. A quita ç ão porẽ porem de outra diuida n ão val. E quando ho marido a ſ ſina aa molher pera ſeu mantimento ⁊ dos ſeus hum tanto, pera hũ hum mes ãno, ou toda ſua vida l. Ex ãnuo .ff. de dona tio. inter. ate a valia do dote, ⁊ n ão mais. Vt tenet gl. in. d. l. Ex annuo."
azp1552_ch17_164,¶ Do ſobre dito ſe ſegu ẽ ao preg ũtas ſeguintes.
azp1552_ch17_165,"SE † tomou alg ũa cou ſa notauel a ſeu filho, q̃ que ainda e ſtaua debayxo de ſeu poder, dos be ẽs Ca ſtr ẽ ſes, ou q̃ ſi quasi Ca ſtren ſes. M. E he obrigado a re ſtituyr c. Quiab ſtulerit. 12. q. 2.. Ho me ſmo he ſe v ſurpou alg ũa cou ſa dos b ẽs Adu ẽticios, quãto quanto aa ꝓpriedade, v ẽ dendoa a outrem, ou e ſcondendoa pera ſi, ou ſe admini ſtr ãdoos, acinte os deixou d ãnificar, hora tiue ſ ſe ho v ſofructo, hora n ão. E os outros hir m ãos herdeiros fic ã obrigados (de ſpois da mor te do pay) a lhe ſati ſfa ʒer a dita perda, quando partirem os b ẽs. Mas ſe ho pay tinha ho v ſofru cto delles, ⁊ n ão d ãnificou a ꝓpriedade, mas ſo mente os fructos, nem ho pay, nem os hirm ãos ſam obrigados alhe re ſtituir por i ſ ſo nada, ainda que ſi, ſe n ão tinha ho v ſofructo. Ang. Pecu lium. §. 24 Syl. cod. ti. q. 15."
azp1552_ch17_166,"¶ Se † por for ça (ao menos reuerencial) ou enga no indu ʒio a ſua filha, ou a ſeu filho, que por al g ũa cou ſa que ẽ em dote (ou por outro re ſpeito) lhe daua menor que ſua legitima, a ren ũcia ſ ſe, ⁊ ju ra ſ ſe q̃ que ſe contentaua cõ com i ſ ſo, ⁊ q̃ que n ão aueria mais recur ſo aos b ẽs delle. M. ⁊ he obrigado a re ſti tuyr Arg. A c õ trario. c. Quanuis. vbi Domi. &amp; alii. đ pa ctis. li. 6.. Di ſ ſemos (por for ça, ao menos reuerencial ou ẽgano) porq̃ porque doutra maneira n ão he peccado, antes ſe ha de guardar ho juramento, ainda q̃ que interuie ſ ſe d ãno q̃ que cham ão enorme, ou enormi ſ ſi mo, no foro da con ſciencia: po ſto q̃ que n ão, no foro exterior, porq̃ porque enteruindo ho tal d ãno, ſe pre ſume que he engano, ſegundo Pedro de ancharr. Con ſil. 38. &amp; in regu la acce ſ ſo ri ũ. lib. 6. &amp; Deci. late con ſil. 180. E a pre ſump ç ão ce ſ ſa no foro da con ſciencia Iuxta nota ta in c. is ꝗ &amp; c. Tua. đ ſpon ſal.. C õ a qual concordia ſe poderi ão por ventura cõ com cer tar as c õtrairas openi ões referidas por Decio In d. c õ ſil. 180. &amp; con ſil. 26. &amp; 181.. Do marido que toma ho da molher. E da molher que toma ho do marido."
azp1552_ch17_167,"SE ho marido † tomou pera ſi ou deu a outrem alg ũa cou ſa notauel dos b ẽs que ſua molher t ẽ alem do dote, q̃ que ho dereito chama Paraphre naes. M. porq̃ porque v ſurpa ho alheo contra dereyto. Per ea qu æ po ſt alios tradit Io ã. Iup. i. c. Per vras. de do nati. §. 68."
azp1552_ch17_168,"¶ Se a molher tomou pera ſi: ou deu da faʒ ẽda fazenda notauel quantidade, a ſeus parentes: ou ga ſtou ẽ em jogos c õfey ç ões, ou em outras cou ſas ſemelh ã tes contra vontade de ſeu marido. M. Tho. 2. S æ. q. 32. ar. 8. ⁊ he obri gada a re ſtituyr. Porque nẽ nem (ainda por via de e ſ mola) pode dar dos b ẽs do marido ou dos co m ũs, ſem ſua licen ça, ſaluo nos ca ſos ſeguintes. Ho primeiro, ao que e ſtaa em extrema nece ſ ſida de, com tanto que ho marido por i ſ ſo n ão ẽcorra em outra tal c. author=""bragagnolo"" timestamp=""20190408T203931+0200"" comment=""check!""Pa ſce . 8 d.. Ho. ij. ſe he cu ſtume da terra, q̃ que as molheres dem e ſmola de p ão ⁊vinho, porq̃ porque ſe po de pre ſumir que os maridos ho h ão por bẽ bem, ain da que expre ſ ſamente lho defend ão, ſe cre ẽ q̃ que ho fa ʒ ẽ porq̃ porque n ão dem dema ſiado: mas n ão ſe cre ẽ q̃ que ho faʒ ẽ fazem, porq̃ porque em nenh ũa maneyra ho q̃rem, ſeg ũ do. S. Antoni. 2. ꝑ. t. 1. c. 18 .§. 1. arg. c. Per tuas. 3. de ſymon. O. 3. quando a fa ʒ por euitar al g ũ d ãno t p̃oral do marido, como o fe ʒ Abigail. 1. Regum. E pola me ſma, ⁊ ainda mayor re ʒ ão ſe a fa ʒ pera euitar d ãno ſpiritual: como ſe elle he muyto mao ⁊ a fa ʒ moderadamente, porq̃ porque s ho alumie, ⁊ ho traga a penitẽcia penitencia: com tanto que a fa ça ſem e ſc ã dalo delle Argu. c. Ni hil. de pr æ ſcript.. Ho. iiij. ſe ho marido n ão tem ſi ſo. O. v. quando elle he au ſente, porq̃ porque ent ão agouer na ç ão da ca ſa pertence aa molher, ſe por elle, ou por ho ſuperior outra cou ſa n ão for ordenada, ſe gundo Paludano In. 4. d. 15. q. 3. art. 6. c õ clu ſ. 2.. mas porq̃ porque nem ſeus ditos, nem ſua re ʒ ão ſe prou ão por dereito, mais ſ ão he di ʒer que ne ſtes dous ca ſos n ão podera dar ma ys que (quando muyto) o que ſeu marido eſt ãdo estando ſ ão ou pre ſente ſohia dar. O. vj. quando ho mari do lhe a ſ ſinou certa cou ſa pera ſua ſo ſtenta ç ão, ⁊ ho tira de ſi, pera fa ʒer e ſmola, ſegundo elle me ſ mo vbi ſupra.. O.vij."
